Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	trans-Golgi network (GO:0005802)	1/239	5.848832e-01	7.466594e-01	0	0	1.148985e+00	6.162499e-01	ATP11B
GO_Cellular_Component_2021	neuron projection (GO:0043005)	2/556	6.062572e-01	7.578216e-01	0	0	9.850511e-01	4.929697e-01	GABRB2;FEZ2
GO_Cellular_Component_2021	cell-cell junction (GO:0005911)	1/271	6.312807e-01	7.646287e-01	0	0	1.011163e+00	4.651394e-01	EPB41L3
GO_Cellular_Component_2021	cytoskeleton (GO:0005856)	2/600	6.479504e-01	7.646287e-01	0	0	9.104998e-01	3.951033e-01	ROCK2;EPB41L3
GO_Cellular_Component_2021	endoplasmic reticulum lumen (GO:0005788)	1/285	6.499344e-01	7.646287e-01	0	0	9.606318e-01	4.139208e-01	SPP1
GO_Cellular_Component_2021	organelle inner membrane (GO:0019866)	1/346	7.209229e-01	8.286193e-01	0	0	7.883253e-01	2.579582e-01	ATP11B
GO_Cellular_Component_2021	endoplasmic reticulum membrane (GO:0005789)	2/712	7.385225e-01	8.286193e-01	0	0	7.624281e-01	2.310948e-01	CYP26B1;SPTLC3
GO_Cellular_Component_2021	cytoplasmic vesicle membrane (GO:0030659)	1/380	7.541154e-01	8.286193e-01	0	0	7.163588e-01	2.021636e-01	SLC30A8
GO_Cellular_Component_2021	bounding membrane of organelle (GO:0098588)	2/767	7.753599e-01	8.286193e-01	0	0	7.055878e-01	1.795213e-01	SLC30A8;EFCAB7
GO_Cellular_Component_2021	integral component of plasma membrane (GO:0005887)	4/1454	7.866635e-01	8.286193e-01	0	0	7.387106e-01	1.772571e-01	GABRB2;AQP4;SLC38A2;HCN1
GO_Cellular_Component_2021	nucleus (GO:0005634)	14/4484	7.871883e-01	8.286193e-01	0	0	8.205286e-01	1.963424e-01	RNF20;USP13;IK;CDKN1A;CDKN2A;ARID5B;NR1D2;FOXN2;KAT2B;EEF1A2;PHIP;PPIG;ZBED6;DACT1
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	1/469	8.236699e-01	8.520723e-01	0	0	5.774869e-01	1.120241e-01	SPATA18
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	15/5192	8.851798e-01	9.001829e-01	0	0	7.368467e-01	8.986909e-02	RNF20;USP13;IK;CDKN1A;CDKN2A;ARID5B;NR1D2;FOXN2;KAT2B;EEF1A2;PHIP;PPIG;SPATA18;ZBED6;DACT1
GO_Cellular_Component_2021	intracellular organelle lumen (GO:0070013)	1/848	9.579344e-01	9.579344e-01	0	0	3.128689e-01	1.344586e-02	SPP1
