Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cellular response to ketone (GO:1901655)	2/39	8.923412e-03	2.001329e-01	0	0	1.514275e+01	7.145979e+01	ROCK2;SPP1
GO_Biological_Process_2021	regulation of nitric oxide biosynthetic process (GO:0045428)	2/40	9.371050e-03	2.001329e-01	0	0	1.474351e+01	6.885413e+01	DDAH1;ROCK2
GO_Biological_Process_2021	cortical cytoskeleton organization (GO:0030865)	2/41	9.828534e-03	2.001329e-01	0	0	1.436475e+01	6.640057e+01	ROCK2;EPB41L3
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	3/126	1.102087e-02	2.001329e-01	0	0	6.900348e+00	3.110653e+01	CDKN1A;CDKN2A;INHBA
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	5/379	1.248680e-02	2.001329e-01	0	0	3.844173e+00	1.684933e+01	KAT2B;CDKN1A;DDAH1;CDKN2A;INHBA
GO_Biological_Process_2021	regulation of protein modification process (GO:0031399)	2/51	1.492836e-02	2.001329e-01	0	0	1.142742e+01	4.804651e+01	KAT2B;PHIP
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	3/142	1.517843e-02	2.001329e-01	0	0	6.101131e+00	2.555080e+01	CDKN1A;ROCK2;CDKN2A
GO_Biological_Process_2021	protein homotetramerization (GO:0051289)	2/52	1.548923e-02	2.001329e-01	0	0	1.119831e+01	4.667019e+01	AQP4;HCN1
GO_Biological_Process_2021	negative regulation of B cell differentiation (GO:0045578)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	INHBA
GO_Biological_Process_2021	regulation of sequestering of zinc ion (GO:0061088)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	SLC30A8
GO_Biological_Process_2021	regulation of system process (GO:0044057)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	ROCK2
GO_Biological_Process_2021	negative regulation of gonadotropin secretion (GO:0032277)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	INHBA
GO_Biological_Process_2021	response to acetylcholine (GO:1905144)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	ROCK2
GO_Biological_Process_2021	hemoglobin metabolic process (GO:0020027)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	INHBA
GO_Biological_Process_2021	positive regulation of histone ubiquitination (GO:0033184)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	RNF20
GO_Biological_Process_2021	negative regulation of macrophage differentiation (GO:0045650)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	INHBA
GO_Biological_Process_2021	negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	ROCK2
GO_Biological_Process_2021	regulation of histone H2B ubiquitination (GO:2001166)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	RNF20
GO_Biological_Process_2021	positive regulation of protein localization to cilium (GO:1903566)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	EFCAB7
GO_Biological_Process_2021	urate transport (GO:0015747)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	SLC22A12
GO_Biological_Process_2021	protein K29-linked deubiquitination (GO:0035523)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	USP13
GO_Biological_Process_2021	protein localization to axon (GO:0099612)	1/5	1.811892e-02	2.001329e-01	0	0	6.917708e+01	2.774554e+02	EPB41L3
GO_Biological_Process_2021	regulation of DNA-templated transcription, initiation (GO:2000142)	2/61	2.093185e-02	2.001329e-01	0	0	9.485796e+00	3.667667e+01	CDKN1A;CDKN2A
GO_Biological_Process_2021	negative regulation of cellular response to hypoxia (GO:1900038)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	DDAH1
GO_Biological_Process_2021	aminophospholipid transport (GO:0015917)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	ATP11B
GO_Biological_Process_2021	response to angiotensin (GO:1990776)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	ROCK2
GO_Biological_Process_2021	lipoxin metabolic process (GO:2001300)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	HPGD
GO_Biological_Process_2021	cellular water homeostasis (GO:0009992)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	AQP4
GO_Biological_Process_2021	regulation of macrophage apoptotic process (GO:2000109)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	CDKN2A
GO_Biological_Process_2021	mitochondrial protein catabolic process (GO:0035694)	1/6	2.170366e-02	2.001329e-01	0	0	5.533889e+01	2.119631e+02	SPATA18
GO_Biological_Process_2021	regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	2/64	2.289860e-02	2.001329e-01	0	0	9.025443e+00	3.408621e+01	CDKN1A;CDKN2A
GO_Biological_Process_2021	plasma membrane organization (GO:0007009)	2/64	2.289860e-02	2.001329e-01	0	0	9.025443e+00	3.408621e+01	EPB41L3;FER1L6
GO_Biological_Process_2021	regulation of cell-matrix adhesion (GO:0001952)	2/65	2.357054e-02	2.001329e-01	0	0	8.881735e+00	3.328659e+01	ROCK2;CDKN2A
GO_Biological_Process_2021	chemical homeostasis (GO:0048878)	2/65	2.357054e-02	2.001329e-01	0	0	8.881735e+00	3.328659e+01	AQP4;NR1D2
GO_Biological_Process_2021	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	ROCK2
GO_Biological_Process_2021	negative regulation of centriole replication (GO:0046600)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	KAT2B
GO_Biological_Process_2021	arginine catabolic process (GO:0006527)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	DDAH1
GO_Biological_Process_2021	glutamine transport (GO:0006868)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	SLC38A2
GO_Biological_Process_2021	negative regulation of lymphocyte differentiation (GO:0045620)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	INHBA
GO_Biological_Process_2021	negative regulation of retinoic acid receptor signaling pathway (GO:0048387)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	CYP26B1
GO_Biological_Process_2021	serine transport (GO:0032329)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	SLC38A2
GO_Biological_Process_2021	cellular response to histamine (GO:0071420)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	GABRB2
GO_Biological_Process_2021	lipoxin biosynthetic process (GO:2001301)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	HPGD
GO_Biological_Process_2021	synaptic vesicle docking (GO:0016081)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	UNC13C
GO_Biological_Process_2021	citrulline metabolic process (GO:0000052)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	DDAH1
GO_Biological_Process_2021	regulation of myosin-light-chain-phosphatase activity (GO:0035507)	1/7	2.527550e-02	2.001329e-01	0	0	4.611343e+01	1.696015e+02	ROCK2
GO_Biological_Process_2021	synapse assembly (GO:0007416)	2/69	2.633833e-02	2.001329e-01	0	0	8.349800e+00	3.036597e+01	GABRB2;LRRTM3
GO_Biological_Process_2021	protein tetramerization (GO:0051262)	2/71	2.776932e-02	2.001329e-01	0	0	8.106961e+00	2.905391e+01	AQP4;HCN1
GO_Biological_Process_2021	positive regulation of aspartic-type peptidase activity (GO:1905247)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ROCK2
GO_Biological_Process_2021	proximal/distal pattern formation (GO:0009954)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	CYP26B1
GO_Biological_Process_2021	forebrain neuron differentiation (GO:0021879)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	INHBA
GO_Biological_Process_2021	positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	PHIP
GO_Biological_Process_2021	regulation of chaperone-mediated autophagy (GO:1904714)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	EEF1A2
GO_Biological_Process_2021	negative regulation of mRNA polyadenylation (GO:1900364)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	RNF20
GO_Biological_Process_2021	negative regulation of muscle cell differentiation (GO:0051148)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ZBED6
GO_Biological_Process_2021	internal protein amino acid acetylation (GO:0006475)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	KAT2B
GO_Biological_Process_2021	positive regulation of myeloid cell apoptotic process (GO:0033034)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	CDKN2A
GO_Biological_Process_2021	cellular response to UV-B (GO:0071493)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	CDKN1A
GO_Biological_Process_2021	stress-induced premature senescence (GO:0090400)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	CDKN1A
GO_Biological_Process_2021	positive regulation of protein localization to early endosome (GO:1902966)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ROCK2
GO_Biological_Process_2021	positive regulation of protein localization to endosome (GO:1905668)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ROCK2
GO_Biological_Process_2021	regulation of nitrogen compound metabolic process (GO:0051171)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ROCK2
GO_Biological_Process_2021	water homeostasis (GO:0030104)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	AQP4
GO_Biological_Process_2021	regulation of protein ADP-ribosylation (GO:0010835)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	KAT2B
GO_Biological_Process_2021	regulation of protein localization to early endosome (GO:1902965)	1/8	2.883448e-02	2.001329e-01	0	0	3.952381e+01	1.401587e+02	ROCK2
GO_Biological_Process_2021	negative regulation of protein binding (GO:0032091)	2/74	2.997324e-02	2.001329e-01	0	0	7.767997e+00	2.724586e+01	CDKN1A;DACT1
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	2/76	3.148005e-02	2.001329e-01	0	0	7.557290e+00	2.613614e+01	ROCK2;EPB41L3
GO_Biological_Process_2021	negative regulation of biomineralization (GO:0110150)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	ROCK2
GO_Biological_Process_2021	regulation of skeletal muscle cell differentiation (GO:2001014)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	NR1D2
GO_Biological_Process_2021	regulation of smooth muscle cell apoptotic process (GO:0034391)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	CDKN2A
GO_Biological_Process_2021	regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	ROCK2
GO_Biological_Process_2021	regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	DACT1
GO_Biological_Process_2021	regulation of cellular extravasation (GO:0002691)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	PLVAP
GO_Biological_Process_2021	negative regulation of mRNA 3'-end processing (GO:0031441)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	RNF20
GO_Biological_Process_2021	response to vitamin (GO:0033273)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	SPP1
GO_Biological_Process_2021	response to vitamin D (GO:0033280)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	SPP1
GO_Biological_Process_2021	negative regulation of nitric oxide biosynthetic process (GO:0045019)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	ROCK2
GO_Biological_Process_2021	negative regulation of nitric oxide metabolic process (GO:1904406)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	ROCK2
GO_Biological_Process_2021	regulation of endothelial cell development (GO:1901550)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	ROCK2
GO_Biological_Process_2021	positive regulation of smooth muscle cell apoptotic process (GO:0034393)	1/9	3.238064e-02	2.001329e-01	0	0	3.458160e+01	1.186216e+02	CDKN2A
GO_Biological_Process_2021	positive regulation of cellular amide metabolic process (GO:0034250)	2/81	3.537481e-02	2.001329e-01	0	0	7.077197e+00	2.365026e+01	LRRTM3;ROCK2
GO_Biological_Process_2021	arginine metabolic process (GO:0006525)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	DDAH1
GO_Biological_Process_2021	response to histamine (GO:0034776)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	GABRB2
GO_Biological_Process_2021	histone H2B ubiquitination (GO:0033523)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	RNF20
GO_Biological_Process_2021	cellular response to acetylcholine (GO:1905145)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	ROCK2
GO_Biological_Process_2021	positive regulation of tissue remodeling (GO:0034105)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	ROCK2
GO_Biological_Process_2021	peptidyl-lysine acetylation (GO:0018394)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	KAT2B
GO_Biological_Process_2021	myelin assembly (GO:0032288)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	EPB41L3
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	3.591403e-02	2.001329e-01	0	0	3.073765e+01	1.022527e+02	EPB41L3
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/82	3.617517e-02	2.001329e-01	0	0	6.988380e+00	2.319711e+01	CDKN1A;CDKN2A
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	5/511	3.885576e-02	2.001329e-01	0	0	2.822163e+00	9.166102e+00	RNF20;SPP1;PHIP;NR1D2;INHBA
GO_Biological_Process_2021	positive regulation of bone resorption (GO:0045780)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	SPP1
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	KAT2B
GO_Biological_Process_2021	positive regulation of cellular extravasation (GO:0002693)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	PLVAP
GO_Biological_Process_2021	positive regulation of leukocyte apoptotic process (GO:2000108)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	CDKN2A
GO_Biological_Process_2021	inhibitory synapse assembly (GO:1904862)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	GABRB2
GO_Biological_Process_2021	regulation of ERAD pathway (GO:1904292)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	USP13
GO_Biological_Process_2021	synaptic transmission, GABAergic (GO:0051932)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	GABRB2
GO_Biological_Process_2021	regulation of lipid kinase activity (GO:0043550)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	EEF1A2
GO_Biological_Process_2021	urate metabolic process (GO:0046415)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	SLC22A12
GO_Biological_Process_2021	protein kinase C signaling (GO:0070528)	1/11	3.943469e-02	2.001329e-01	0	0	2.766250e+01	8.943589e+01	PLVAP
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	3/209	4.104124e-02	2.001329e-01	0	0	4.102843e+00	1.310111e+01	CDKN1A;CDKN2A;INHBA
GO_Biological_Process_2021	negative regulation of binding (GO:0051100)	2/88	4.112207e-02	2.001329e-01	0	0	6.498854e+00	2.073921e+01	CDKN1A;DACT1
GO_Biological_Process_2021	metal ion transport (GO:0030001)	2/88	4.112207e-02	2.001329e-01	0	0	6.498854e+00	2.073921e+01	SLC30A8;CACNA1E
GO_Biological_Process_2021	adipose tissue development (GO:0060612)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	ARID5B
GO_Biological_Process_2021	fat-soluble vitamin catabolic process (GO:0042363)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	CYP26B1
GO_Biological_Process_2021	positive regulation of cellular senescence (GO:2000774)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	CDKN2A
GO_Biological_Process_2021	regulation of amyloid precursor protein catabolic process (GO:1902991)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	ROCK2
GO_Biological_Process_2021	replicative senescence (GO:0090399)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	CDKN2A
GO_Biological_Process_2021	calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	UNC13C
GO_Biological_Process_2021	sphingoid metabolic process (GO:0046519)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	SPTLC3
GO_Biological_Process_2021	negative regulation of transcription elongation from RNA polymerase II promoter (GO:0034244)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	NELFB
GO_Biological_Process_2021	negative regulation of vascular permeability (GO:0043116)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	DDAH1
GO_Biological_Process_2021	melanocyte differentiation (GO:0030318)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	USP13
GO_Biological_Process_2021	presynapse organization (GO:0099172)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	LRRTM3
GO_Biological_Process_2021	protein localization to condensed chromosome (GO:1903083)	1/12	4.294268e-02	2.001329e-01	0	0	2.514646e+01	7.915828e+01	IK
GO_Biological_Process_2021	regulation of cell growth (GO:0001558)	3/217	4.503457e-02	2.001329e-01	0	0	3.947864e+00	1.223966e+01	CDKN1A;CDKN2A;INHBA
GO_Biological_Process_2021	negative regulation of autophagosome assembly (GO:1902902)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	FEZ2
GO_Biological_Process_2021	regulation of response to stress (GO:0080134)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	SLC38A2
GO_Biological_Process_2021	positive regulation of cell aging (GO:0090343)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	CDKN2A
GO_Biological_Process_2021	regulation of actomyosin structure organization (GO:0110020)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	ROCK2
GO_Biological_Process_2021	regulation of tube diameter (GO:0035296)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	ROCK2
GO_Biological_Process_2021	positive regulation of ERAD pathway (GO:1904294)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	USP13
GO_Biological_Process_2021	response to UV-B (GO:0010224)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	CDKN1A
GO_Biological_Process_2021	positive regulation of lipid transport (GO:0032370)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	SPP1
GO_Biological_Process_2021	negative regulation of stem cell differentiation (GO:2000737)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	NELFB
GO_Biological_Process_2021	sphingoid biosynthetic process (GO:0046520)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	SPTLC3
GO_Biological_Process_2021	sphingosine biosynthetic process (GO:0046512)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	SPTLC3
GO_Biological_Process_2021	vascular process in circulatory system (GO:0003018)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	ROCK2
GO_Biological_Process_2021	embryonic appendage morphogenesis (GO:0035113)	1/13	4.643803e-02	2.001329e-01	0	0	2.304977e+01	7.075441e+01	CYP26B1
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	5/547	4.952068e-02	2.045833e-01	0	0	2.629830e+00	7.903597e+00	CDKN1A;CDKN2A;ARID5B;NR1D2;ZBED6
GO_Biological_Process_2021	regulation of retinoic acid receptor signaling pathway (GO:0048385)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	CYP26B1
GO_Biological_Process_2021	negative regulation of DNA-templated transcription, elongation (GO:0032785)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	NELFB
GO_Biological_Process_2021	bone morphogenesis (GO:0060349)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	CYP26B1
GO_Biological_Process_2021	smooth muscle contraction (GO:0006939)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	ROCK2
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	SPP1
GO_Biological_Process_2021	ovarian follicle development (GO:0001541)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	INHBA
GO_Biological_Process_2021	protein localization to kinetochore (GO:0034501)	1/14	4.992078e-02	2.045833e-01	0	0	2.127564e+01	6.376986e+01	IK
GO_Biological_Process_2021	lipoxygenase pathway (GO:0019372)	1/15	5.339099e-02	2.094711e-01	0	0	1.975496e+01	5.788427e+01	HPGD
GO_Biological_Process_2021	regulation of macrophage differentiation (GO:0045649)	1/15	5.339099e-02	2.094711e-01	0	0	1.975496e+01	5.788427e+01	INHBA
